timestamp,smokeLevel,tempCeiling
2026-09-25T13:00:00,450.9,21.6
2026-09-25T13:05:00,314.9,20.3
2026-09-25T13:10:00,403.0,24.7
2026-09-25T13:15:00,499.8,24.5
2026-09-25T13:20:00,438.1,20.4
2026-09-25T13:25:00,375.2,20.0
2026-09-25T13:30:00,424.8,25.9
2026-09-25T13:35:00,424.7,21.5
2026-09-25T13:40:00,304.4,21.7
2026-09-25T13:45:00,328.1,25.8
2026-09-25T13:50:00,409.4,20.9
2026-09-25T13:55:00,460.9,25.8
2026-09-25T14:00:00,445.7,23.5
2026-09-25T14:05:00,430.2,21.4
2026-09-25T14:10:00,400.1,22.6
2026-09-25T14:15:00,308.9,20.2
2026-09-25T14:20:00,2420.1,47.7
2026-09-25T14:25:00,1403.2,51.2
2026-09-25T14:30:00,2080.6,54.3
2026-09-25T14:35:00,2176.7,50.7
2026-09-25T14:40:00,1276.9,52.3
2026-09-25T14:45:00,1684.0,45.2
2026-09-25T14:50:00,1326.0,59.3
2026-09-25T14:55:00,2287.3,56.4
2026-09-25T15:00:00,1452.1,47.2
2026-09-25T15:05:00,2204.3,58.3
2026-09-25T15:10:00,2491.1,53.4
2026-09-25T15:15:00,331.8,21.3
2026-09-25T15:20:00,418.6,21.1
2026-09-25T15:25:00,359.0,23.3
2026-09-25T15:30:00,448.7,20.6
2026-09-25T15:35:00,491.9,23.3
2026-09-25T15:40:00,333.8,24.1
2026-09-25T15:45:00,435.5,25.1
2026-09-25T15:50:00,368.3,26.0
2026-09-25T15:55:00,363.0,24.4
2026-09-25T16:00:00,401.3,24.7
2026-09-25T16:05:00,332.9,20.6
2026-09-25T16:10:00,401.1,20.8
2026-09-25T16:15:00,400.9,22.4
2026-09-25T16:20:00,354.6,21.9
2026-09-25T16:25:00,363.6,20.6
2026-09-25T16:30:00,385.8,21.2
2026-09-25T16:35:00,328.3,21.4
2026-09-25T16:40:00,406.0,24.8
2026-09-25T16:45:00,451.1,25.1
2026-09-25T16:50:00,403.0,22.6
2026-09-25T16:55:00,479.8,22.4
2026-09-25T17:00:00,374.4,20.5
2026-09-25T17:05:00,443.5,23.1
2026-09-25T17:10:00,385.7,23.6
2026-09-25T17:15:00,406.8,23.6
2026-09-25T17:20:00,450.7,20.4
2026-09-25T17:25:00,372.6,20.9
2026-09-25T17:30:00,492.2,23.0
2026-09-25T17:35:00,393.7,25.9
2026-09-25T17:40:00,413.6,25.6
2026-09-25T17:45:00,493.0,21.4
2026-09-25T17:50:00,320.7,20.7
2026-09-25T17:55:00,321.7,25.1
2026-09-25T18:00:00,362.8,22.6
2026-09-25T18:05:00,399.3,24.8
2026-09-25T18:10:00,493.2,23.1
2026-09-25T18:15:00,343.2,22.1
2026-09-25T18:20:00,479.3,23.5
2026-09-25T18:25:00,450.8,20.1
2026-09-25T18:30:00,314.3,25.9
2026-09-25T18:35:00,466.1,20.1
2026-09-25T18:40:00,399.4,21.8
2026-09-25T18:45:00,411.1,21.0
2026-09-25T18:50:00,477.5,22.9
2026-09-25T18:55:00,320.8,23.0
2026-09-25T19:00:00,358.3,25.2
2026-09-25T19:05:00,374.6,21.0
2026-09-25T19:10:00,318.3,23.5
2026-09-25T19:15:00,463.4,24.0
2026-09-25T19:20:00,307.1,22.6
2026-09-25T19:25:00,420.0,20.1
2026-09-25T19:30:00,430.5,20.5
2026-09-25T19:35:00,488.3,25.0
2026-09-25T19:40:00,417.2,25.9
2026-09-25T19:45:00,416.5,25.8
2026-09-25T19:50:00,394.0,25.7
2026-09-25T19:55:00,414.1,25.6
2026-09-25T20:00:00,454.6,22.8
2026-09-25T20:05:00,356.7,20.3
2026-09-25T20:10:00,320.2,24.1
2026-09-25T20:15:00,373.7,23.1
2026-09-25T20:20:00,420.6,24.9
2026-09-25T20:25:00,352.7,22.0
2026-09-25T20:30:00,378.5,24.1
2026-09-25T20:35:00,360.8,24.4
2026-09-25T20:40:00,317.1,21.0
2026-09-25T20:45:00,307.5,23.8
2026-09-25T20:50:00,312.7,23.1
2026-09-25T20:55:00,364.1,22.4
2026-09-25T21:00:00,353.4,21.6
2026-09-25T21:05:00,414.8,22.8
2026-09-25T21:10:00,487.6,23.7
2026-09-25T21:15:00,366.0,22.1
2026-09-25T21:20:00,340.5,24.9
2026-09-25T21:25:00,491.4,22.3
2026-09-25T21:30:00,431.8,21.8
2026-09-25T21:35:00,392.6,25.8
2026-09-25T21:40:00,323.3,21.0
2026-09-25T21:45:00,351.6,23.1
2026-09-25T21:50:00,379.7,22.7
2026-09-25T21:55:00,378.9,25.5
2026-09-25T22:00:00,349.4,22.3
